scrambled,original,text
Bianka,Blanka,"###Human:
Correct this hungarian first name: Bianka

###Assistant:
Blanka"
Bíanka,Blanka,"###Human:
Correct this hungarian first name: Bíanka

###Assistant:
Blanka"
Blanka,Blanka,"###Human:
Correct this hungarian first name: Blanka

###Assistant:
Blanka"
Blanká,Blanka,"###Human:
Correct this hungarian first name: Blanká

###Assistant:
Blanka"
Blánka,Blanka,"###Human:
Correct this hungarian first name: Blánka

###Assistant:
Blanka"
Dlanka,Blanka,"###Human:
Correct this hungarian first name: Dlanka

###Assistant:
Blanka"
Planka,Blanka,"###Human:
Correct this hungarian first name: Planka

###Assistant:
Blanka"
Eszter,Eszter,"###Human:
Correct this hungarian first name: Eszter

###Assistant:
Eszter"
Esztér,Eszter,"###Human:
Correct this hungarian first name: Esztér

###Assistant:
Eszter"
Esztcr,Eszter,"###Human:
Correct this hungarian first name: Esztcr

###Assistant:
Eszter"
Észter,Eszter,"###Human:
Correct this hungarian first name: Észter

###Assistant:
Eszter"
Fszter,Eszter,"###Human:
Correct this hungarian first name: Fszter

###Assistant:
Eszter"
Nóémi,Noémi,"###Human:
Correct this hungarian first name: Nóémi

###Assistant:
Noémi"
Nöémi,Noémi,"###Human:
Correct this hungarian first name: Nöémi

###Assistant:
Noémi"
Nőémi,Noémi,"###Human:
Correct this hungarian first name: Nőémi

###Assistant:
Noémi"
Noemi,Noémi,"###Human:
Correct this hungarian first name: Noemi

###Assistant:
Noémi"
Noémí,Noémi,"###Human:
Correct this hungarian first name: Noémí

###Assistant:
Noémi"
Noémi,Noémi,"###Human:
Correct this hungarian first name: Noémi

###Assistant:
Noémi"
Noéml,Noémi,"###Human:
Correct this hungarian first name: Noéml

###Assistant:
Noémi"
Noémj,Noémi,"###Human:
Correct this hungarian first name: Noémj

###Assistant:
Noémi"
Nocmi,Noémi,"###Human:
Correct this hungarian first name: Nocmi

###Assistant:
Noémi"
Emilia,Emília,"###Human:
Correct this hungarian first name: Emilia

###Assistant:
Emília"
Emíiia,Emília,"###Human:
Correct this hungarian first name: Emíiia

###Assistant:
Emília"
Emííia,Emília,"###Human:
Correct this hungarian first name: Emííia

###Assistant:
Emília"
Emílía,Emília,"###Human:
Correct this hungarian first name: Emílía

###Assistant:
Emília"
Emília,Emília,"###Human:
Correct this hungarian first name: Emília

###Assistant:
Emília"
Emíliá,Emília,"###Human:
Correct this hungarian first name: Emíliá

###Assistant:
Emília"
Emílla,Emília,"###Human:
Correct this hungarian first name: Emílla

###Assistant:
Emília"
Emílja,Emília,"###Human:
Correct this hungarian first name: Emílja

###Assistant:
Emília"
Emllia,Emília,"###Human:
Correct this hungarian first name: Emllia

###Assistant:
Emília"
Emjlia,Emília,"###Human:
Correct this hungarian first name: Emjlia

###Assistant:
Emília"
Émília,Emília,"###Human:
Correct this hungarian first name: Émília

###Assistant:
Emília"
Fmília,Emília,"###Human:
Correct this hungarian first name: Fmília

###Assistant:
Emília"
Bíanka,Bianka,"###Human:
Correct this hungarian first name: Bíanka

###Assistant:
Bianka"
Bianka,Bianka,"###Human:
Correct this hungarian first name: Bianka

###Assistant:
Bianka"
Bianká,Bianka,"###Human:
Correct this hungarian first name: Bianká

###Assistant:
Bianka"
Biánka,Bianka,"###Human:
Correct this hungarian first name: Biánka

###Assistant:
Bianka"
Blanka,Bianka,"###Human:
Correct this hungarian first name: Blanka

###Assistant:
Bianka"
Bjanka,Bianka,"###Human:
Correct this hungarian first name: Bjanka

###Assistant:
Bianka"
Dianka,Bianka,"###Human:
Correct this hungarian first name: Dianka

###Assistant:
Bianka"
Pianka,Bianka,"###Human:
Correct this hungarian first name: Pianka

###Assistant:
Bianka"
Kamílla,Kamilla,"###Human:
Correct this hungarian first name: Kamílla

###Assistant:
Kamilla"
Kamiila,Kamilla,"###Human:
Correct this hungarian first name: Kamiila

###Assistant:
Kamilla"
Kamiíla,Kamilla,"###Human:
Correct this hungarian first name: Kamiíla

###Assistant:
Kamilla"
Kamilia,Kamilla,"###Human:
Correct this hungarian first name: Kamilia

###Assistant:
Kamilla"
Kamilía,Kamilla,"###Human:
Correct this hungarian first name: Kamilía

###Assistant:
Kamilla"
Kamilla,Kamilla,"###Human:
Correct this hungarian first name: Kamilla

###Assistant:
Kamilla"
Kamillá,Kamilla,"###Human:
Correct this hungarian first name: Kamillá

###Assistant:
Kamilla"
Kamllla,Kamilla,"###Human:
Correct this hungarian first name: Kamllla

###Assistant:
Kamilla"
Kamjlla,Kamilla,"###Human:
Correct this hungarian first name: Kamjlla

###Assistant:
Kamilla"
Kámilla,Kamilla,"###Human:
Correct this hungarian first name: Kámilla

###Assistant:
Kamilla"
Szofia,Szófia,"###Human:
Correct this hungarian first name: Szofia

###Assistant:
Szófia"
Szöfia,Szófia,"###Human:
Correct this hungarian first name: Szöfia

###Assistant:
Szófia"
Szőfia,Szófia,"###Human:
Correct this hungarian first name: Szőfia

###Assistant:
Szófia"
Szófía,Szófia,"###Human:
Correct this hungarian first name: Szófía

###Assistant:
Szófia"
Szófia,Szófia,"###Human:
Correct this hungarian first name: Szófia

###Assistant:
Szófia"
Szófiá,Szófia,"###Human:
Correct this hungarian first name: Szófiá

###Assistant:
Szófia"
Szófla,Szófia,"###Human:
Correct this hungarian first name: Szófla

###Assistant:
Szófia"
Szófja,Szófia,"###Human:
Correct this hungarian first name: Szófja

###Assistant:
Szófia"
Vívien,Vivien,"###Human:
Correct this hungarian first name: Vívien

###Assistant:
Vivien"
Vivíen,Vivien,"###Human:
Correct this hungarian first name: Vivíen

###Assistant:
Vivien"
Vivien,Vivien,"###Human:
Correct this hungarian first name: Vivien

###Assistant:
Vivien"
Vivién,Vivien,"###Human:
Correct this hungarian first name: Vivién

###Assistant:
Vivien"
Vivicn,Vivien,"###Human:
Correct this hungarian first name: Vivicn

###Assistant:
Vivien"
Vivlen,Vivien,"###Human:
Correct this hungarian first name: Vivlen

###Assistant:
Vivien"
Vivjen,Vivien,"###Human:
Correct this hungarian first name: Vivjen

###Assistant:
Vivien"
Vlvien,Vivien,"###Human:
Correct this hungarian first name: Vlvien

###Assistant:
Vivien"
Vjvien,Vivien,"###Human:
Correct this hungarian first name: Vjvien

###Assistant:
Vivien"
Úivien,Vivien,"###Human:
Correct this hungarian first name: Úivien

###Assistant:
Vivien"
Üivien,Vivien,"###Human:
Correct this hungarian first name: Üivien

###Assistant:
Vivien"
Űivien,Vivien,"###Human:
Correct this hungarian first name: Űivien

###Assistant:
Vivien"
Uivien,Vivien,"###Human:
Correct this hungarian first name: Uivien

###Assistant:
Vivien"
Rebeka,Rebeka,"###Human:
Correct this hungarian first name: Rebeka

###Assistant:
Rebeka"
Rebeká,Rebeka,"###Human:
Correct this hungarian first name: Rebeká

###Assistant:
Rebeka"
Rebéka,Rebeka,"###Human:
Correct this hungarian first name: Rebéka

###Assistant:
Rebeka"
Rebcka,Rebeka,"###Human:
Correct this hungarian first name: Rebcka

###Assistant:
Rebeka"
Reqeka,Rebeka,"###Human:
Correct this hungarian first name: Reqeka

###Assistant:
Rebeka"
Rébeka,Rebeka,"###Human:
Correct this hungarian first name: Rébeka

###Assistant:
Rebeka"
Rcbeka,Rebeka,"###Human:
Correct this hungarian first name: Rcbeka

###Assistant:
Rebeka"
Eiizabet,Elizabet,"###Human:
Correct this hungarian first name: Eiizabet

###Assistant:
Elizabet"
Eíizabet,Elizabet,"###Human:
Correct this hungarian first name: Eíizabet

###Assistant:
Elizabet"
Elízabet,Elizabet,"###Human:
Correct this hungarian first name: Elízabet

###Assistant:
Elizabet"
Elizabet,Elizabet,"###Human:
Correct this hungarian first name: Elizabet

###Assistant:
Elizabet"
Elizabét,Elizabet,"###Human:
Correct this hungarian first name: Elizabét

###Assistant:
Elizabet"
Elizabct,Elizabet,"###Human:
Correct this hungarian first name: Elizabct

###Assistant:
Elizabet"
Elizaqet,Elizabet,"###Human:
Correct this hungarian first name: Elizaqet

###Assistant:
Elizabet"
Elizábet,Elizabet,"###Human:
Correct this hungarian first name: Elizábet

###Assistant:
Elizabet"
Ellzabet,Elizabet,"###Human:
Correct this hungarian first name: Ellzabet

###Assistant:
Elizabet"
Eljzabet,Elizabet,"###Human:
Correct this hungarian first name: Eljzabet

###Assistant:
Elizabet"
Élizabet,Elizabet,"###Human:
Correct this hungarian first name: Élizabet

###Assistant:
Elizabet"
Flizabet,Elizabet,"###Human:
Correct this hungarian first name: Flizabet

###Assistant:
Elizabet"
Línett,Linett,"###Human:
Correct this hungarian first name: Línett

###Assistant:
Linett"
Linett,Linett,"###Human:
Correct this hungarian first name: Linett

###Assistant:
Linett"
Linétt,Linett,"###Human:
Correct this hungarian first name: Linétt

###Assistant:
Linett"
Linctt,Linett,"###Human:
Correct this hungarian first name: Linctt

###Assistant:
Linett"
Llnett,Linett,"###Human:
Correct this hungarian first name: Llnett

###Assistant:
Linett"
Ljnett,Linett,"###Human:
Correct this hungarian first name: Ljnett

###Assistant:
Linett"
