scrambled,original,text
Sándór,Sándor,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sándór

###Assistant:
Sándor"
Sándör,Sándor,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sándör

###Assistant:
Sándor"
Sándőr,Sándor,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sándőr

###Assistant:
Sándor"
Sándor,Sándor,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sándor

###Assistant:
Sándor"
Sánqór,Sándor,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sánqór

###Assistant:
Sándor"
Hanna,Hanna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Hanna

###Assistant:
Hanna"
Hanná,Hanna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Hanná

###Assistant:
Hanna"
Hánna,Hanna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Hánna

###Assistant:
Hanna"
Hánná,Hanna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Hánná

###Assistant:
Hanna"
Anna,Anna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Anna

###Assistant:
Anna"
Anná,Anna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Anná

###Assistant:
Anna"
Ánna,Anna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ánna

###Assistant:
Anna"
Ánná,Anna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ánná

###Assistant:
Anna"
Zóe,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zóe

###Assistant:
Zoé"
Zóé,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zóé

###Assistant:
Zoé"
Zóc,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zóc

###Assistant:
Zoé"
Zöe,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zöe

###Assistant:
Zoé"
Zöé,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zöé

###Assistant:
Zoé"
Zöc,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zöc

###Assistant:
Zoé"
Zőe,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zőe

###Assistant:
Zoé"
Zőé,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zőé

###Assistant:
Zoé"
Zőc,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zőc

###Assistant:
Zoé"
Zoe,Zoé,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zoe

###Assistant:
Zoé"
Lena,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lena

###Assistant:
Léna"
Lená,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lená

###Assistant:
Léna"
Léna,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Léna

###Assistant:
Léna"
Léná,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Léná

###Assistant:
Léna"
Lcna,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lcna

###Assistant:
Léna"
Lcná,Léna,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lcná

###Assistant:
Léna"
Lúca,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lúca

###Assistant:
Luca"
Lúcá,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lúcá

###Assistant:
Luca"
Lúea,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lúea

###Assistant:
Luca"
Lúoa,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lúoa

###Assistant:
Luca"
Lüca,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lüca

###Assistant:
Luca"
Lücá,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lücá

###Assistant:
Luca"
Lüea,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lüea

###Assistant:
Luca"
Lüoa,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lüoa

###Assistant:
Luca"
Lűca,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lűca

###Assistant:
Luca"
Lűcá,Luca,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lűcá

###Assistant:
Luca"
Emma,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Emma

###Assistant:
Emma"
Emmá,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Emmá

###Assistant:
Emma"
Émma,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Émma

###Assistant:
Emma"
Émmá,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Émmá

###Assistant:
Emma"
Fmma,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fmma

###Assistant:
Emma"
Fmmá,Emma,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fmmá

###Assistant:
Emma"
Zsofía,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsofía

###Assistant:
Zsófia"
Zsofia,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsofia

###Assistant:
Zsófia"
Zsofiá,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsofiá

###Assistant:
Zsófia"
Zsofla,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsofla

###Assistant:
Zsófia"
Zsofja,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsofja

###Assistant:
Zsófia"
Zsöfía,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsöfía

###Assistant:
Zsófia"
Zsöfia,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsöfia

###Assistant:
Zsófia"
Zsöfiá,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsöfiá

###Assistant:
Zsófia"
Zsöfla,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsöfla

###Assistant:
Zsófia"
Zsöfja,Zsófia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Zsöfja

###Assistant:
Zsófia"
Bógiárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bógiárka

###Assistant:
Boglárka"
Bógíárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bógíárka

###Assistant:
Boglárka"
Bóglarka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bóglarka

###Assistant:
Boglárka"
Bóglárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bóglárka

###Assistant:
Boglárka"
Bóglárká,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bóglárká

###Assistant:
Boglárka"
Bóqlárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bóqlárka

###Assistant:
Boglárka"
Bögiárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bögiárka

###Assistant:
Boglárka"
Bögíárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bögíárka

###Assistant:
Boglárka"
Böglarka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Böglarka

###Assistant:
Boglárka"
Böglárka,Boglárka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Böglárka

###Assistant:
Boglárka"
Líii,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líii

###Assistant:
Lili"
Lííi,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lííi

###Assistant:
Lili"
Lílí,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílí

###Assistant:
Lili"
Líli,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líli

###Assistant:
Lili"
Líll,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líll

###Assistant:
Lili"
Lílj,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílj

###Assistant:
Lili"
Liií,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liií

###Assistant:
Lili"
Liii,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liii

###Assistant:
Lili"
Liil,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liil

###Assistant:
Lili"
Liij,Lili,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liij

###Assistant:
Lili"
Míra,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Míra

###Assistant:
Mira"
Mírá,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mírá

###Assistant:
Mira"
Mira,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mira

###Assistant:
Mira"
Mirá,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mirá

###Assistant:
Mira"
Mlra,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mlra

###Assistant:
Mira"
Mlrá,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mlrá

###Assistant:
Mira"
Mjra,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mjra

###Assistant:
Mira"
Mjrá,Mira,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mjrá

###Assistant:
Mira"
Líiien,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líiien

###Assistant:
Lilien"
Lííien,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lííien

###Assistant:
Lilien"
Lílíen,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílíen

###Assistant:
Lilien"
Lílien,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílien

###Assistant:
Lilien"
Lílién,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílién

###Assistant:
Lilien"
Lílicn,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílicn

###Assistant:
Lilien"
Líllen,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líllen

###Assistant:
Lilien"
Líljen,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líljen

###Assistant:
Lilien"
Liiíen,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liiíen

###Assistant:
Lilien"
Liiien,Lilien,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liiien

###Assistant:
Lilien"
Nora,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nora

###Assistant:
Nóra"
Norá,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Norá

###Assistant:
Nóra"
Nöra,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nöra

###Assistant:
Nóra"
Nörá,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nörá

###Assistant:
Nóra"
Nőra,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nőra

###Assistant:
Nóra"
Nőrá,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nőrá

###Assistant:
Nóra"
Nóra,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nóra

###Assistant:
Nóra"
Nórá,Nóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Nórá

###Assistant:
Nóra"
Laúra,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laúra

###Assistant:
Laura"
Laúrá,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laúrá

###Assistant:
Laura"
Laüra,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laüra

###Assistant:
Laura"
Laürá,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laürá

###Assistant:
Laura"
Laűra,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laűra

###Assistant:
Laura"
Laűrá,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laűrá

###Assistant:
Laura"
Laura,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laura

###Assistant:
Laura"
Laurá,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Laurá

###Assistant:
Laura"
Láúra,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Láúra

###Assistant:
Laura"
Láüra,Laura,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Láüra

###Assistant:
Laura"
Lara,Lara,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lara

###Assistant:
Lara"
Lará,Lara,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lará

###Assistant:
Lara"
Lára,Lara,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lára

###Assistant:
Lara"
Lárá,Lara,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lárá

###Assistant:
Lara"
Maia,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Maia

###Assistant:
Maja"
Maiá,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Maiá

###Assistant:
Maja"
Maía,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Maía

###Assistant:
Maja"
Maíá,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Maíá

###Assistant:
Maja"
Maja,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Maja

###Assistant:
Maja"
Majá,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Majá

###Assistant:
Maja"
Máia,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Máia

###Assistant:
Maja"
Máía,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Máía

###Assistant:
Maja"
Mája,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Mája

###Assistant:
Maja"
Májá,Maja,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Májá

###Assistant:
Maja"
Fanní,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fanní

###Assistant:
Fanni"
Fanni,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fanni

###Assistant:
Fanni"
Fannl,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fannl

###Assistant:
Fanni"
Fannj,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fannj

###Assistant:
Fanni"
Fánní,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fánní

###Assistant:
Fanni"
Fánni,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fánni

###Assistant:
Fanni"
Fánnl,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fánnl

###Assistant:
Fanni"
Fánnj,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fánnj

###Assistant:
Fanni"
Eanní,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Eanní

###Assistant:
Fanni"
Eanni,Fanni,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Eanni

###Assistant:
Fanni"
Iazmin,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Iazmin

###Assistant:
Jázmin"
Iázmín,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Iázmín

###Assistant:
Jázmin"
Iázmin,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Iázmin

###Assistant:
Jázmin"
Iázmln,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Iázmln

###Assistant:
Jázmin"
Iázmjn,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Iázmjn

###Assistant:
Jázmin"
Íazmin,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Íazmin

###Assistant:
Jázmin"
Íázmín,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Íázmín

###Assistant:
Jázmin"
Íázmin,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Íázmin

###Assistant:
Jázmin"
Íázmln,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Íázmln

###Assistant:
Jázmin"
Íázmjn,Jázmin,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Íázmjn

###Assistant:
Jázmin"
Ízabeila,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabeila

###Assistant:
Izabella"
Ízabeíla,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabeíla

###Assistant:
Izabella"
Ízabelia,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabelia

###Assistant:
Izabella"
Ízabelía,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabelía

###Assistant:
Izabella"
Ízabella,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabella

###Assistant:
Izabella"
Ízabellá,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabellá

###Assistant:
Izabella"
Ízabélla,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabélla

###Assistant:
Izabella"
Ízabclla,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízabclla

###Assistant:
Izabella"
Ízaqella,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízaqella

###Assistant:
Izabella"
Ízábella,Izabella,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ízábella

###Assistant:
Izabella"
Óiívia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Óiívia

###Assistant:
Olívia"
Óíívia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Óíívia

###Assistant:
Olívia"
Ólivia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólivia

###Assistant:
Olívia"
Ólívía,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólívía

###Assistant:
Olívia"
Ólívia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólívia

###Assistant:
Olívia"
Ólíviá,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólíviá

###Assistant:
Olívia"
Ólívla,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólívla

###Assistant:
Olívia"
Ólívja,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ólívja

###Assistant:
Olívia"
Óllvia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Óllvia

###Assistant:
Olívia"
Óljvia,Olívia,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Óljvia

###Assistant:
Olívia"
Sara,Sára,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sara

###Assistant:
Sára"
Sará,Sára,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sará

###Assistant:
Sára"
Sára,Sára,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sára

###Assistant:
Sára"
Sárá,Sára,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Sárá

###Assistant:
Sára"
Greta,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Greta

###Assistant:
Gréta"
Gretá,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Gretá

###Assistant:
Gréta"
Gréta,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Gréta

###Assistant:
Gréta"
Grétá,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Grétá

###Assistant:
Gréta"
Grcta,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Grcta

###Assistant:
Gréta"
Grctá,Gréta,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Grctá

###Assistant:
Gréta"
Aiiz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aiiz

###Assistant:
Alíz"
Aiíz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aiíz

###Assistant:
Alíz"
Ailz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ailz

###Assistant:
Alíz"
Aijz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aijz

###Assistant:
Alíz"
Aíiz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aíiz

###Assistant:
Alíz"
Aííz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aííz

###Assistant:
Alíz"
Aílz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aílz

###Assistant:
Alíz"
Aíjz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aíjz

###Assistant:
Alíz"
Aliz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aliz

###Assistant:
Alíz"
Alíz,Alíz,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Alíz

###Assistant:
Alíz"
Adei,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adei

###Assistant:
Adél"
Adeí,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adeí

###Assistant:
Adél"
Adel,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adel

###Assistant:
Adél"
Adéi,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adéi

###Assistant:
Adél"
Adéí,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adéí

###Assistant:
Adél"
Adél,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adél

###Assistant:
Adél"
Adci,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adci

###Assistant:
Adél"
Adcí,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adcí

###Assistant:
Adél"
Adcl,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Adcl

###Assistant:
Adél"
Aqel,Adél,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Aqel

###Assistant:
Adél"
Líila,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líila

###Assistant:
Lilla"
Lííla,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lííla

###Assistant:
Lilla"
Lília,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lília

###Assistant:
Lilla"
Lílía,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílía

###Assistant:
Lilla"
Lílla,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lílla

###Assistant:
Lilla"
Líllá,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líllá

###Assistant:
Lilla"
Liiia,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liiia

###Assistant:
Lilla"
Liiía,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liiía

###Assistant:
Lilla"
Liila,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liila

###Assistant:
Lilla"
Liilá,Lilla,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liilá

###Assistant:
Lilla"
Líza,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Líza

###Assistant:
Liza"
Lízá,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lízá

###Assistant:
Liza"
Liza,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Liza

###Assistant:
Liza"
Lizá,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Lizá

###Assistant:
Liza"
Llza,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Llza

###Assistant:
Liza"
Llzá,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Llzá

###Assistant:
Liza"
Ljza,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ljza

###Assistant:
Liza"
Ljzá,Liza,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Ljzá

###Assistant:
Liza"
Fiora,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fiora

###Assistant:
Flóra"
Fiöra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fiöra

###Assistant:
Flóra"
Fiőra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fiőra

###Assistant:
Flóra"
Fióra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fióra

###Assistant:
Flóra"
Fiórá,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fiórá

###Assistant:
Flóra"
Fíora,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fíora

###Assistant:
Flóra"
Fíöra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fíöra

###Assistant:
Flóra"
Fíőra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fíőra

###Assistant:
Flóra"
Fíóra,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fíóra

###Assistant:
Flóra"
Fíórá,Flóra,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Fíórá

###Assistant:
Flóra"
Bórka,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bórka

###Assistant:
Dorka"
Börka,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Börka

###Assistant:
Dorka"
Bőrka,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Bőrka

###Assistant:
Dorka"
Borka,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Borka

###Assistant:
Dorka"
Borká,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Borká

###Assistant:
Dorka"
Dórka,Dorka,"###Human:
Correct this hungarian first name, knowing that some letters in the word might have been changed: Dórka

###Assistant:
Dorka"
